Pasta;Nome do arquivo;Extensão;Caminho completo (a partir de assets/);Tamanho;Dimensões
books/ciclo-de-jesed/guerras-de-sangue/characters;vorlan-vendrar.webp;.webp;books/ciclo-de-jesed/guerras-de-sangue/characters/vorlan-vendrar.webp;144818;900x1125
books/ciclo-de-jesed/guerras-de-sangue/characters;ylvena.webp;.webp;books/ciclo-de-jesed/guerras-de-sangue/characters/ylvena.webp;107776;900x1125
books/ciclo-de-jesed/guerras-de-sangue/characters;yvenn-raiz-branca.webp;.webp;books/ciclo-de-jesed/guerras-de-sangue/characters/yvenn-raiz-branca.webp;169886;900x1200
books/ciclo-de-jesed/guerras-de-sangue;cover.webp;.webp;books/ciclo-de-jesed/guerras-de-sangue/cover.webp;335210;1024x1535
books/ciclo-de-jesed/guerras-de-sangue/maps;map-jesed.webp;.webp;books/ciclo-de-jesed/guerras-de-sangue/maps/map-jesed.webp;675282;1536x1024
books/ciclo-de-jesed/guerras-de-sangue/places;acampamento-dos-homens-das-areias.webp;.webp;books/ciclo-de-jesed/guerras-de-sangue/places/acampamento-dos-homens-das-areias.webp;241756;1200x900
books/ciclo-de-jesed/guerras-de-sangue/places;alesteiro.webp;.webp;books/ciclo-de-jesed/guerras-de-sangue/places/alesteiro.webp;227716;1200x900
books/ciclo-de-jesed/guerras-de-sangue/places;camara-do-primeiro-abrigo.webp;.webp;books/ciclo-de-jesed/guerras-de-sangue/places/camara-do-primeiro-abrigo.webp;94574;1200x900
books/ciclo-de-jesed/guerras-de-sangue/places;cendar-vel.webp;.webp;books/ciclo-de-jesed/guerras-de-sangue/places/cendar-vel.webp;141300;1200x900
books/ciclo-de-jesed/guerras-de-sangue/places;floresta-de-mirval.webp;.webp;books/ciclo-de-jesed/guerras-de-sangue/places/floresta-de-mirval.webp;207034;1200x900
books/ciclo-de-jesed/guerras-de-sangue/places;kaendar.webp;.webp;books/ciclo-de-jesed/guerras-de-sangue/places/kaendar.webp;237134;1200x900
books/ciclo-de-jesed/guerras-de-sangue/places;khar-tondr.webp;.webp;books/ciclo-de-jesed/guerras-de-sangue/places/khar-tondr.webp;305564;1200x900
books/ciclo-de-jesed/guerras-de-sangue/places;marco-das-tres-pedras.webp;.webp;books/ciclo-de-jesed/guerras-de-sangue/places/marco-das-tres-pedras.webp;123730;1200x900
books/ciclo-de-jesed/guerras-de-sangue/places;margem-dos-zirrios.webp;.webp;books/ciclo-de-jesed/guerras-de-sangue/places/margem-dos-zirrios.webp;248800;1200x900
books/ciclo-de-jesed/guerras-de-sangue/places;noreval.webp;.webp;books/ciclo-de-jesed/guerras-de-sangue/places/noreval.webp;171684;1200x900
books/ciclo-de-jesed/guerras-de-sangue/places;nyn-harad.webp;.webp;books/ciclo-de-jesed/guerras-de-sangue/places/nyn-harad.webp;303014;1200x900
books/ciclo-de-jesed/guerras-de-sangue/places;urtar-vesh.webp;.webp;books/ciclo-de-jesed/guerras-de-sangue/places/urtar-vesh.webp;136466;1200x900
books/ciclo-de-jesed/guerras-de-sangue/places;varkhama.webp;.webp;books/ciclo-de-jesed/guerras-de-sangue/places/varkhama.webp;229178;1200x900
books/ciclo-de-jesed/guerras-de-sangue/places;velarim.webp;.webp;books/ciclo-de-jesed/guerras-de-sangue/places/velarim.webp;313386;1200x900
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-01.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-01.webp;437208;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-02.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-02.webp;431968;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-03.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-03.webp;377376;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-04.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-04.webp;386468;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-05.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-05.webp;296436;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-06.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-06.webp;292656;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-07.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-07.webp;401076;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-08.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-08.webp;342704;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-09.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-09.webp;352556;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-10.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-10.webp;224130;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-11.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-11.webp;244986;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-12.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-12.webp;335752;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-13.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-13.webp;369426;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-14.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-14.webp;309344;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-15.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-15.webp;337000;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-16.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-16.webp;300874;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-17.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-17.webp;312406;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-18.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-18.webp;223246;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-19.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-19.webp;330778;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-20.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-20.webp;464210;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-21.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-21.webp;300864;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-22.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-22.webp;402190;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-23.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-23.webp;239418;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-24.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-24.webp;342302;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/chapters;chapter-25.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/chapters/chapter-25.webp;339264;1672x941
books/ciclo-de-jesed/ruinas-dos-ceus/characters;efepar.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/characters/efepar.webp;140606;900x1125
books/ciclo-de-jesed/ruinas-dos-ceus/characters;gabasteres.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/characters/gabasteres.webp;85994;900x1125
books/ciclo-de-jesed/ruinas-dos-ceus/characters;jokara.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/characters/jokara.webp;119884;900x1125
books/ciclo-de-jesed/ruinas-dos-ceus/characters;liri.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/characters/liri.webp;118452;900x1125
books/ciclo-de-jesed/ruinas-dos-ceus/characters;loutes.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/characters/loutes.webp;125226;900x1125
books/ciclo-de-jesed/ruinas-dos-ceus/characters;malthar.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/characters/malthar.webp;308966;1122x1402
books/ciclo-de-jesed/ruinas-dos-ceus/characters;marv.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/characters/marv.webp;155686;900x1125
books/ciclo-de-jesed/ruinas-dos-ceus/characters;mirel-amarea.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/characters/mirel-amarea.webp;172320;900x1125
books/ciclo-de-jesed/ruinas-dos-ceus/characters;nestira.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/characters/nestira.webp;140840;900x1125
books/ciclo-de-jesed/ruinas-dos-ceus/characters;platisa.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/characters/platisa.webp;167636;900x1125
books/ciclo-de-jesed/ruinas-dos-ceus/characters;professor-talver.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/characters/professor-talver.webp;183116;900x1125
books/ciclo-de-jesed/ruinas-dos-ceus/characters;sersi.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/characters/sersi.webp;172846;900x1125
books/ciclo-de-jesed/ruinas-dos-ceus/characters;yndra.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/characters/yndra.webp;169384;900x1125
books/ciclo-de-jesed/ruinas-dos-ceus/characters;yoral.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/characters/yoral.webp;164914;900x1125
books/ciclo-de-jesed/ruinas-dos-ceus/characters;yrsea.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/characters/yrsea.webp;182240;900x1125
books/ciclo-de-jesed/ruinas-dos-ceus;cover.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/cover.webp;268496;1024x1536
books/ciclo-de-jesed/ruinas-dos-ceus/maps;map-combined.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/maps/map-combined.webp;745306;2568x900
books/ciclo-de-jesed/ruinas-dos-ceus/maps;map-eterea.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/maps/map-eterea.webp;565338;1491x1055
books/ciclo-de-jesed/ruinas-dos-ceus/maps;map-nadirion.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/maps/map-nadirion.webp;535818;1491x1055
books/ciclo-de-jesed/ruinas-dos-ceus/places;bosques-de-arion.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/places/bosques-de-arion.webp;238210;1200x675
books/ciclo-de-jesed/ruinas-dos-ceus/places;circulo-de-nhamari.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/places/circulo-de-nhamari.webp;168294;1200x675
books/ciclo-de-jesed/ruinas-dos-ceus/places;erilan.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/places/erilan.webp;234568;1200x675
books/ciclo-de-jesed/ruinas-dos-ceus/places;estacao-da-leveza.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/places/estacao-da-leveza.webp;237074;1200x900
books/ciclo-de-jesed/ruinas-dos-ceus/places;eterea.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/places/eterea.webp;173980;1200x675
books/ciclo-de-jesed/ruinas-dos-ceus/places;floresta-de-nadirion.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/places/floresta-de-nadirion.webp;185964;1200x900
books/ciclo-de-jesed/ruinas-dos-ceus/places;ilha-da-memoria.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/places/ilha-da-memoria.webp;225462;1200x900
books/ciclo-de-jesed/ruinas-dos-ceus/places;ilha-dos-pequenos.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/places/ilha-dos-pequenos.webp;317538;1200x900
books/ciclo-de-jesed/ruinas-dos-ceus/places;ilhas-baixas.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/places/ilhas-baixas.webp;56000;1200x900
books/ciclo-de-jesed/ruinas-dos-ceus/places;nadirion.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/places/nadirion.webp;79120;1200x900
books/ciclo-de-jesed/ruinas-dos-ceus/places;nivellia.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/places/nivellia.webp;281748;1200x900
books/ciclo-de-jesed/ruinas-dos-ceus/places;planalto-de-talyen.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/places/planalto-de-talyen.webp;238222;1200x900
books/ciclo-de-jesed/ruinas-dos-ceus/places;praca-da-raiz.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/places/praca-da-raiz.webp;332518;1200x900
books/ciclo-de-jesed/ruinas-dos-ceus/places;primeiro-abrigo.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/places/primeiro-abrigo.webp;158732;1200x900
books/ciclo-de-jesed/ruinas-dos-ceus/places;riacho-de-nadirion.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/places/riacho-de-nadirion.webp;173250;1200x900
books/ciclo-de-jesed/ruinas-dos-ceus/places;ruinas-de-eterea.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/places/ruinas-de-eterea.webp;226606;1200x900
books/ciclo-de-jesed/ruinas-dos-ceus/places;vale.webp;.webp;books/ciclo-de-jesed/ruinas-dos-ceus/places/vale.webp;232140;1200x900
books/ciclo-de-jesed/shared/lore/fauna;raukhar.webp;.webp;books/ciclo-de-jesed/shared/lore/fauna/raukhar.webp;230770;1400x1120
books/ciclo-de-jesed/shared/lore/temp;fauna-placeholder.webp;.webp;books/ciclo-de-jesed/shared/lore/temp/fauna-placeholder.webp;3618;960x600
books/ciclo-de-jesed/shared/lore/temp;flora-placeholder.webp;.webp;books/ciclo-de-jesed/shared/lore/temp/flora-placeholder.webp;4266;960x600
books/ciclo-de-jesed/shared/lore/temp;food-placeholder.webp;.webp;books/ciclo-de-jesed/shared/lore/temp/food-placeholder.webp;4038;960x600
branding/ciclo-de-jesed;logo-dark.webp;.webp;branding/ciclo-de-jesed/logo-dark.webp;40706;1723x608
branding/ciclo-de-jesed;logo-light.webp;.webp;branding/ciclo-de-jesed/logo-light.webp;49722;760x210
branding/ciclo-de-jesed;mark.webp;.webp;branding/ciclo-de-jesed/mark.webp;325158;2058x379
branding/dimensoes-infinitas;logo-dark.webp;.webp;branding/dimensoes-infinitas/logo-dark.webp;77308;1626x656
branding/dimensoes-infinitas;logo-light.webp;.webp;branding/dimensoes-infinitas/logo-light.webp;87052;1200x260
branding/dimensoes-infinitas;mark.webp;.webp;branding/dimensoes-infinitas/mark.webp;419078;1609x596
branding/guerras-de-sangue;logo-dark.webp;.webp;branding/guerras-de-sangue/logo-dark.webp;57984;1644x656
branding/guerras-de-sangue;logo-light.webp;.webp;branding/guerras-de-sangue/logo-light.webp;57654;1644x656
branding/guerras-de-sangue;mark.webp;.webp;branding/guerras-de-sangue/mark.webp;1111706;1730x687
branding/ruinas-dos-ceus;logo-dark.webp;.webp;branding/ruinas-dos-ceus/logo-dark.webp;48688;1597x656
branding/ruinas-dos-ceus;logo-light.webp;.webp;branding/ruinas-dos-ceus/logo-light.webp;48532;1597x656
branding/ruinas-dos-ceus;mark.webp;.webp;branding/ruinas-dos-ceus/mark.webp;707512;1934x670
shared/reference;alianca-contra-kaendar.webp;.webp;shared/reference/alianca-contra-kaendar.webp;280496;1600x900
shared/reference;ash-sprite-01.webp;.webp;shared/reference/ash-sprite-01.webp;1570;160x160
shared/reference;ash-sprite-02.webp;.webp;shared/reference/ash-sprite-02.webp;1596;160x160
shared/reference;ash-sprite-03.webp;.webp;shared/reference/ash-sprite-03.webp;1290;160x160
shared/reference;casa-soberana-orionus.webp;.webp;shared/reference/casa-soberana-orionus.webp;274074;1600x900
